pair	ts	grade	vol_z	amp_24h	win4h
BTC/USDT	2026-04-13 19:15:00+00:00	B	4.161070225399848	0.044033794353854135	2026-04-13 16:00:00+00:00
ETH/USDT	2026-04-13 22:00:00+00:00	B	5.0950456923679885	0.052574256563068994	2026-04-13 20:00:00+00:00
DOGE/USDT	2026-04-14 08:30:00+00:00	B	3.6177200226760324	0.05998304366256887	2026-04-14 08:00:00+00:00
SOL/USDT	2026-04-14 13:30:00+00:00	A	3.375595211241972	0.057674632352941124	2026-04-14 12:00:00+00:00
XRP/USDT	2026-04-15 19:30:00+00:00	B	11.588559180844483	0.06035097731488088	2026-04-15 16:00:00+00:00
DOGE/USDT	2026-04-16 03:45:00+00:00	B	6.361317655995922	0.055555555555555476	2026-04-16 00:00:00+00:00
LINK/USDT	2026-04-16 13:00:00+00:00	B	4.190492089842765	0.0648246546227419	2026-04-16 12:00:00+00:00
ADA/USDT	2026-04-16 18:30:00+00:00	B	3.7645461932682576	0.062087698874660514	2026-04-16 16:00:00+00:00
ETH/USDT	2026-04-17 12:45:00+00:00	B	3.3868368877571653	0.051210597098614155	2026-04-17 12:00:00+00:00
BTC/USDT	2026-04-19 13:15:00+00:00	B	4.948012442376046	0.031967424915363626	2026-04-19 12:00:00+00:00
BTC/USDT	2026-04-20 07:15:00+00:00	B	4.175687634450622	0.025783585200202574	2026-04-20 04:00:00+00:00
SOL/USDT	2026-04-20 15:15:00+00:00	A	3.0490094905685	0.02204081632653062	2026-04-20 12:00:00+00:00
BTC/USDT	2026-04-20 18:00:00+00:00	B	3.1207117208141573	0.02458110915154128	2026-04-20 16:00:00+00:00
BNB/USDT	2026-04-21 10:30:00+00:00	B	3.015098586577894	0.031195271453590266	2026-04-21 08:00:00+00:00
SOL/USDT	2026-04-21 14:30:00+00:00	B	3.2161289052726736	0.05786555786555776	2026-04-21 12:00:00+00:00
SOL/USDT	2026-04-22 02:15:00+00:00	B	3.397521616436586	0.03851444291609353	2026-04-22 00:00:00+00:00
XRP/USDT	2026-04-22 05:15:00+00:00	B	5.6234125507347645	0.03508531487699576	2026-04-22 04:00:00+00:00
DOGE/USDT	2026-04-23 15:15:00+00:00	B	7.233462989962909	0.03491118184618544	2026-04-23 12:00:00+00:00
BTC/USDT	2026-04-24 11:00:00+00:00	A	4.651888968292736	0.015537250266339446	2026-04-24 08:00:00+00:00
SOL/USDT	2026-04-26 04:45:00+00:00	A	4.4719448105214425	0.025216888374783024	2026-04-26 04:00:00+00:00
ADA/USDT	2026-04-26 09:15:00+00:00	A	4.825455726256674	0.03879651623119558	2026-04-26 08:00:00+00:00
ETH/USDT	2026-04-26 14:15:00+00:00	A	6.965859630506705	0.04292358690888042	2026-04-26 12:00:00+00:00
AVAX/USDT	2026-04-26 18:30:00+00:00	A	7.347256357063147	0.05147058823529414	2026-04-26 16:00:00+00:00
BTC/USDT	2026-04-26 21:45:00+00:00	A	11.520458842413666	0.03858862464343064	2026-04-26 20:00:00+00:00
DOGE/USDT	2026-04-27 00:45:00+00:00	A	3.285077467071398	0.03921960980490252	2026-04-27 00:00:00+00:00
LINK/USDT	2026-04-27 14:30:00+00:00	A	3.3530790580545027	0.023504273504273383	2026-04-27 12:00:00+00:00
DOGE/USDT	2026-04-28 04:00:00+00:00	A	4.237149392538785	0.03547516738283213	2026-04-28 04:00:00+00:00
LTC/USDT	2026-04-28 19:45:00+00:00	B	8.3574765199005	0.0606060606060606	2026-04-28 16:00:00+00:00
ADA/USDT	2026-04-29 04:30:00+00:00	B	7.1877557614974865	0.06287545054064875	2026-04-29 04:00:00+00:00
DOGE/USDT	2026-04-29 09:15:00+00:00	B	3.149025734069347	0.1028315946348734	2026-04-29 08:00:00+00:00
BTC/USDT	2026-04-30 12:15:00+00:00	A	4.1492953410594	0.022341832513079224	2026-04-30 12:00:00+00:00
ETH/USDT	2026-05-01 03:15:00+00:00	A	9.869402075143672	0.023278612473905134	2026-05-01 00:00:00+00:00
BNB/USDT	2026-05-01 12:15:00+00:00	A	3.158509663205052	0.014602662363856505	2026-05-01 12:00:00+00:00
LTC/USDT	2026-05-01 18:15:00+00:00	B	3.0413728554651924	0.01610017889087654	2026-05-01 16:00:00+00:00
LINK/USDT	2026-05-02 14:45:00+00:00	A	4.059503086203666	0.01971522453450161	2026-05-02 12:00:00+00:00
BTC/USDT	2026-05-02 21:30:00+00:00	A	11.231090384405883	0.01502309195108839	2026-05-02 20:00:00+00:00
LINK/USDT	2026-05-03 22:00:00+00:00	A	3.8128402841231535	0.06195652173913047	2026-05-03 20:00:00+00:00
XRP/USDT	2026-05-04 01:45:00+00:00	B	7.432689820076947	0.025126343511993814	2026-05-04 00:00:00+00:00
BNB/USDT	2026-05-04 04:00:00+00:00	B	13.155531813916753	0.02989630701933819	2026-05-04 04:00:00+00:00
LINK/USDT	2026-05-04 08:45:00+00:00	B	6.31400915990666	0.03936170212765968	2026-05-04 08:00:00+00:00
ETH/USDT	2026-05-04 14:45:00+00:00	B	3.0700417570958196	0.02677332703604206	2026-05-04 12:00:00+00:00
LINK/USDT	2026-05-05 10:15:00+00:00	B	3.0274294788122136	0.05900621118012407	2026-05-05 08:00:00+00:00
BNB/USDT	2026-05-05 13:00:00+00:00	B	4.143918799324425	0.05757929988626319	2026-05-05 12:00:00+00:00
XRP/USDT	2026-05-06 07:15:00+00:00	B	3.0287478480919328	0.03758820652553627	2026-05-06 04:00:00+00:00
BTC/USDT	2026-05-06 08:30:00+00:00	A	3.0380310603222713	0.02600868714703956	2026-05-06 08:00:00+00:00
BNB/USDT	2026-05-06 12:15:00+00:00	B	4.464843012474225	0.03443341654996043	2026-05-06 12:00:00+00:00
LINK/USDT	2026-05-08 14:30:00+00:00	B	3.0439797745948174	0.06487025948103778	2026-05-08 12:00:00+00:00
SOL/USDT	2026-05-08 17:15:00+00:00	B	5.027355363079919	0.04262621789193987	2026-05-08 16:00:00+00:00
ADA/USDT	2026-05-08 21:30:00+00:00	B	24.698895642970456	0.0324675324675325	2026-05-08 20:00:00+00:00
ETH/USDT	2026-05-09 17:00:00+00:00	B	3.1210441446935278	0.015735968725459515	2026-05-09 16:00:00+00:00
AVAX/USDT	2026-05-10 08:00:00+00:00	A	3.5651485574195534	0.05494505494505502	2026-05-10 08:00:00+00:00
XRP/USDT	2026-05-10 15:30:00+00:00	B	4.657562744380171	0.049272349272349227	2026-05-10 12:00:00+00:00
SOL/USDT	2026-05-10 17:00:00+00:00	B	5.421382599979498	0.04799411888258762	2026-05-10 16:00:00+00:00
BTC/USDT	2026-05-10 22:30:00+00:00	B	4.896772445396928	0.02462330200757433	2026-05-10 20:00:00+00:00
BNB/USDT	2026-05-11 22:45:00+00:00	A	19.57388078434608	0.03359400650687997	2026-05-11 20:00:00+00:00
BNB/USDT	2026-05-13 01:00:00+00:00	B	7.5555178889033225	0.032481876269402354	2026-05-13 00:00:00+00:00
DOGE/USDT	2026-05-13 04:30:00+00:00	B	3.5025201266831716	0.05170419151018951	2026-05-13 04:00:00+00:00
BNB/USDT	2026-05-14 12:45:00+00:00	B	6.603886739447131	0.023870254330998975	2026-05-14 12:00:00+00:00
LTC/USDT	2026-05-14 18:00:00+00:00	B	6.663424127293034	0.05392990813201772	2026-05-14 16:00:00+00:00
BNB/USDT	2026-05-15 07:15:00+00:00	B	4.735576637334674	0.04916529611247758	2026-05-15 04:00:00+00:00
BTC/USDT	2026-05-20 05:00:00+00:00	A	4.242784824299703	0.016682636281237787	2026-05-20 04:00:00+00:00
SOL/USDT	2026-05-20 14:30:00+00:00	B	7.7775980682684285	0.02278836040668462	2026-05-20 12:00:00+00:00
BTC/USDT	2026-05-21 17:00:00+00:00	B	4.579987495893016	0.019715647049974624	2026-05-21 16:00:00+00:00
LINK/USDT	2026-05-23 20:30:00+00:00	B	3.7644390524798883	0.04557224236147087	2026-05-23 20:00:00+00:00
BTC/USDT	2026-05-24 10:15:00+00:00	A	4.802507476006872	0.020610693940963248	2026-05-24 08:00:00+00:00
ADA/USDT	2026-05-25 08:45:00+00:00	B	5.264225692143056	0.03495934959349592	2026-05-25 08:00:00+00:00
BNB/USDT	2026-05-25 12:00:00+00:00	A	8.141737078581492	0.026628818599621545	2026-05-25 12:00:00+00:00
AVAX/USDT	2026-05-26 10:15:00+00:00	A	4.193948626375679	0.047234900753635525	2026-05-26 08:00:00+00:00
DOGE/USDT	2026-05-26 14:15:00+00:00	B	5.145057891618594	0.03383784825990552	2026-05-26 12:00:00+00:00
LTC/USDT	2026-05-28 15:30:00+00:00	B	4.597916835625907	0.02278481012658231	2026-05-28 12:00:00+00:00
ETH/USDT	2026-05-29 15:00:00+00:00	B	4.020043088082629	0.022075022401766356	2026-05-29 12:00:00+00:00
BNB/USDT	2026-05-29 16:30:00+00:00	B	3.3091265313039955	0.1091516469857054	2026-05-29 16:00:00+00:00
AVAX/USDT	2026-05-31 05:30:00+00:00	A	6.969600495582285	0.030266210096100643	2026-05-31 04:00:00+00:00
DOGE/USDT	2026-06-01 03:00:00+00:00	B	4.46047395681868	0.037311222978975475	2026-06-01 00:00:00+00:00
BNB/USDT	2026-06-01 09:30:00+00:00	B	6.314528878494944	0.07734544846423994	2026-06-01 08:00:00+00:00
BNB/USDT	2026-06-07 01:00:00+00:00	B	4.771644003012943	0.057989557038625066	2026-06-07 00:00:00+00:00
BNB/USDT	2026-06-07 05:15:00+00:00	B	3.2324120306304116	0.045591199480714606	2026-06-07 04:00:00+00:00
SOL/USDT	2026-06-07 08:45:00+00:00	B	3.6103125623323904	0.06487797483704716	2026-06-07 08:00:00+00:00
SOL/USDT	2026-06-07 22:00:00+00:00	B	7.12260676893549	0.04739266082305746	2026-06-07 20:00:00+00:00
XRP/USDT	2026-06-09 04:30:00+00:00	B	3.064772949879178	0.05402859833889902	2026-06-09 04:00:00+00:00
SOL/USDT	2026-06-10 12:30:00+00:00	B	7.416925311951877	0.05925349922239506	2026-06-10 12:00:00+00:00
ADA/USDT	2026-06-11 03:45:00+00:00	B	4.004744968000667	0.04744744744744739	2026-06-11 00:00:00+00:00
BNB/USDT	2026-06-11 08:00:00+00:00	B	3.394948765203713	0.018794491384472204	2026-06-11 08:00:00+00:00
LINK/USDT	2026-06-11 17:30:00+00:00	B	4.001804586269533	0.03272865660281608	2026-06-11 16:00:00+00:00
BTC/USDT	2026-06-12 15:00:00+00:00	B	4.852726129849828	0.015448331572733523	2026-06-12 12:00:00+00:00
BTC/USDT	2026-06-13 21:30:00+00:00	A	3.2508437698601647	0.027241300109946437	2026-06-13 20:00:00+00:00
AVAX/USDT	2026-06-14 21:15:00+00:00	B	5.038815657806905	0.06964798307901487	2026-06-14 20:00:00+00:00
LTC/USDT	2026-06-15 10:15:00+00:00	B	8.935052505880982	0.02383555652744361	2026-06-15 08:00:00+00:00
ETH/USDT	2026-06-15 13:00:00+00:00	B	3.3571855421603285	0.05102365013628229	2026-06-15 12:00:00+00:00
XRP/USDT	2026-06-15 16:15:00+00:00	B	3.8409906121369017	0.0684304445651331	2026-06-15 16:00:00+00:00
BNB/USDT	2026-06-16 07:15:00+00:00	A	3.5152939281157254	0.029437495949711553	2026-06-16 04:00:00+00:00
BTC/USDT	2026-06-17 15:45:00+00:00	B	4.708565388679958	0.06314895364399549	2026-06-17 12:00:00+00:00
BTC/USDT	2026-06-19 23:45:00+00:00	B	3.453831695210153	0.018944222979039232	2026-06-19 20:00:00+00:00
ETH/USDT	2026-06-20 05:00:00+00:00	A	7.978351336496582	0.023957911776608692	2026-06-20 04:00:00+00:00
BTC/USDT	2026-06-20 14:45:00+00:00	B	6.566283381940859	0.013413468981186848	2026-06-20 12:00:00+00:00
XRP/USDT	2026-06-20 22:00:00+00:00	A	3.370075901469056	0.02862595419847321	2026-06-20 20:00:00+00:00
LTC/USDT	2026-06-21 10:15:00+00:00	B	6.104215670833412	0.03737284387439181	2026-06-21 08:00:00+00:00
DOGE/USDT	2026-06-21 17:00:00+00:00	A	4.13884337420498	0.03524913370773084	2026-06-21 16:00:00+00:00
XRP/USDT	2026-06-22 01:15:00+00:00	B	3.2665607857896015	0.03684989981705724	2026-06-22 00:00:00+00:00
LINK/USDT	2026-06-22 11:30:00+00:00	B	7.010903216398626	0.08385016125031002	2026-06-22 08:00:00+00:00
BTC/USDT	2026-06-22 13:30:00+00:00	B	3.044664558198826	0.05633435254548237	2026-06-22 12:00:00+00:00
LINK/USDT	2026-06-23 14:00:00+00:00	B	3.5263875761138066	0.0329411764705882	2026-06-23 12:00:00+00:00
BNB/USDT	2026-06-24 11:45:00+00:00	A	3.581257660032065	0.058176236223460256	2026-06-24 08:00:00+00:00
AVAX/USDT	2026-06-26 22:30:00+00:00	B	4.267626010009434	0.05207535610353804	2026-06-26 20:00:00+00:00
LTC/USDT	2026-06-27 07:15:00+00:00	A	3.0368291693253653	0.03345900094250694	2026-06-27 04:00:00+00:00
ETH/USDT	2026-06-27 15:00:00+00:00	B	3.4986090721487817	0.030249663961766253	2026-06-27 12:00:00+00:00
SOL/USDT	2026-06-28 08:30:00+00:00	B	5.467622506447899	0.049812682114610846	2026-06-28 08:00:00+00:00
ETH/USDT	2026-06-29 03:00:00+00:00	B	3.2241198237371016	0.05065632872629925	2026-06-29 00:00:00+00:00
LINK/USDT	2026-06-29 12:00:00+00:00	A	3.5189056160569097	0.04040540540540546	2026-06-29 12:00:00+00:00
ETH/USDT	2026-06-29 17:00:00+00:00	B	5.823441646735702	0.05405739809332905	2026-06-29 16:00:00+00:00
